,name,Price,year,kms_driven,fuel_type,company
425,Ford Ecosport 1.5,575000,2014,65597,Diesel,Ford
426,Hyundai Santro Xing,240000,2012,61785,CNG,Hyundai
427,Hyundai i20 2015-2017,550000,2017,35000,Petrol,Hyundai
428,Maruti Ciaz VDi,500000,2014,160000,Diesel,Maruti
429,Maruti Baleno Delta,643000,2020,7124,Petrol,Maruti
430,Ford Ecosport 2015-2021,1000000,2019,15000,Petrol,Ford
431,Hyundai Xcent 1.2,611000,2018,22979,Diesel,Hyundai
432,Toyota Etios Liva,310000,2014,150000,Diesel,Toyota
433,Hyundai Grand i10,550000,2016,34000,Petrol,Hyundai
434,Renault Scala Diesel,350000,2015,42000,Diesel,Renault
435,Volkswagen Vento Diesel,300000,2011,280000,Diesel,Volkswagen
436,Tata Tigor 1.2,470000,2018,40000,Petrol,Tata
437,Honda City i,525000,2014,77000,Diesel,Honda
438,Datsun GO Plus,469000,2017,15000,Petrol,others
439,Maruti Alto K10,210000,2012,60000,Petrol,Maruti
440,Maruti Alto 800,200000,2013,120000,Petrol,Maruti
441,Renault KWID 1.0,400000,2019,2500,Petrol,Renault
442,Jaguar XF 2.2,2150000,2013,50000,Diesel,others
443,Maruti Celerio ZXI,340000,2016,46500,Petrol,Maruti
444,Maruti Alto LXi,95000,2005,5000,Petrol,Maruti
445,Audi Q3 35,2050000,2015,69000,Diesel,Audi
446,Maruti Swift VDI,381000,2012,68000,Diesel,Maruti
447,Mercedes-Benz C-Class C,775000,2011,45000,Diesel,Mercedes-Benz
448,Maruti Swift Dzire,700000,2017,20000,Diesel,Maruti
449,Maruti Ciaz Alpha,675000,2017,106000,Diesel,Maruti
450,Honda City i,670000,2015,28000,Petrol,Honda
451,Mahindra XUV500 W6,1050000,2018,50000,Diesel,Mahindra
452,Renault Scala Diesel,315000,2014,70000,Diesel,Renault
453,Honda City 1.5,360000,2011,55000,Petrol,Honda
454,Ford Figo 1.5D,400000,2017,53000,Diesel,Ford
455,Hyundai Verna 1.6,470000,2014,89000,Diesel,Hyundai
456,Maruti Alto 800,304000,2018,22000,Petrol,Maruti
457,Tata Zest Quadrajet,525000,2018,90000,Diesel,Tata
458,Honda City i,490000,2014,69000,Diesel,Honda
459,Mahindra Scorpio 1.99,864000,2016,155000,Diesel,Mahindra
460,Mahindra XUV500 W6,480000,2013,85000,Diesel,Mahindra
461,Hyundai Xcent 1.2,350000,2016,50000,Petrol,Hyundai
462,Maruti Wagon R,575000,2019,3600,Petrol,Maruti
463,Mercedes-Benz CLA 200,2850000,2018,15000,Diesel,Mercedes-Benz
464,Maruti Baleno Delta,686000,2019,5000,Petrol,Maruti
465,Hyundai Santro LP,55000,2002,80000,Petrol,Hyundai
466,Maruti SX4 Vxi,300000,2007,40000,Petrol,Maruti
467,Daewoo Matiz SA,103000,2000,120000,Petrol,others
468,Toyota Innova 2.5,780000,2015,143000,Diesel,Toyota
469,Audi A6 35,3490000,2018,24000,Diesel,Audi
470,MG Hector Smart,1698999,2019,28000,Diesel,others
471,Honda Brio 1.2,275000,2016,65000,Petrol,Honda
472,Maruti Swift ZDI,800000,2019,44000,Diesel,Maruti
473,Maruti Baleno Zeta,680000,2018,10000,Petrol,Maruti
474,Toyota Fortuner 3.0,1200000,2010,200000,Diesel,Toyota
475,Toyota Innova 2.5,525000,2012,187031,Diesel,Toyota
476,Ford Ecosport 2015-2021,955000,2019,22346,Petrol,Ford
477,Hyundai i20 1.4,350000,2012,120000,Diesel,Hyundai
478,Maruti Vitara Brezza,800000,2020,1000,Petrol,Maruti
479,Maruti Alto LX,75000,2005,56700,Petrol,Maruti
480,Mahindra XUV500 W6,825000,2015,170000,Diesel,Mahindra
481,Mahindra Marazzo M8,1476000,2019,60000,Diesel,Mahindra
482,Honda Jazz V,670000,2018,40000,Petrol,Honda
483,Maruti Alto LXi,180000,2012,28000,Petrol,Maruti
484,Renault Scala RxL,350000,2014,85000,Petrol,Renault
485,Hyundai Grand i10,490000,2017,35000,Petrol,Hyundai
486,Maruti Baleno Zeta,550000,2017,20000,Petrol,Maruti
487,Hyundai i10 Sportz,350000,2014,40000,Petrol,Hyundai
488,Toyota Corolla Altis,245000,2009,65000,Petrol,Toyota
489,Toyota Innova Crysta,1500000,2019,35000,Diesel,Toyota
490,Hyundai EON Era,250000,2013,54417,Petrol,Hyundai
491,Ford Figo Diesel,190000,2012,74000,Diesel,Ford
492,Volkswagen Ameo 1.2,400000,2017,47592,Petrol,Volkswagen
493,Renault Duster 85PS,459999,2014,46500,Diesel,Renault
494,Maruti Swift AMT,650000,2019,8000,Petrol,Maruti
495,Maruti Ciaz ZDi,700000,2016,120000,Diesel,Maruti
496,Chevrolet Spark 1.0,120000,2013,100000,Petrol,Chevrolet
497,Mercedes-Benz GLE Class,3850000,2016,48500,Diesel,Mercedes-Benz
498,Maruti Swift 1.2,455000,2017,34000,Petrol,Maruti
499,Hyundai Santro Xing,235000,2013,55000,Petrol,Hyundai
500,Tata Indigo LS,160000,2012,88157,Diesel,Tata
501,Maruti Swift VXI,365000,2014,54000,Petrol,Maruti
502,Toyota Etios GD,555000,2016,163000,Diesel,Toyota
503,Maruti Swift Dzire,470000,2014,11275,Petrol,Maruti
504,Maruti Ritz VDi,325000,2013,58000,Diesel,Maruti
505,Toyota Fortuner 2016-2021,2950000,2018,35000,Diesel,Toyota
506,Nissan Terrano XL,800000,2015,19000,Diesel,Nissan
507,Maruti Swift VDI,400000,2012,48000,Diesel,Maruti
508,Renault Duster 85PS,550000,2015,68000,Diesel,Renault
509,Honda Civic 1.8,1519000,2019,23000,Petrol,Honda
510,Maruti Swift Dzire,740000,2018,31500,Diesel,Maruti
511,Tata Vista TDI,125000,2013,120000,Diesel,Tata
512,Honda Brio V,271000,2011,63000,Petrol,Honda
513,Maruti Kizashi CVT,425000,2011,63000,Petrol,Maruti
514,Mahindra Supro LX,475000,2018,60000,Diesel,Mahindra
515,Honda Amaze S,325000,2013,73000,Diesel,Honda
516,Hyundai Grand i10,600000,2020,10000,Petrol,Hyundai
517,Honda Amaze S,300000,2013,208000,Diesel,Honda
518,Hyundai i10 Sportz,300000,2010,30000,Petrol,Hyundai
519,Maruti Wagon R,345000,2016,83000,CNG,Maruti
520,Mahindra Scorpio S3,900000,2018,60000,Diesel,Mahindra
521,Mahindra XUV500 W10,1025000,2016,83000,Diesel,Mahindra
522,Isuzu D-Max V-Cross,1450000,2017,58132,Diesel,others
523,Maruti Swift LXI,400000,2015,34000,Petrol,Maruti
524,Honda Amaze S,367000,2014,45120,Diesel,Honda
525,Hyundai Grand i10,535000,2019,15000,Petrol,Hyundai
526,Maruti Ertiga VXI,805000,2019,15000,Petrol,Maruti
527,MG Hector Hybrid,1488000,2020,1000,Petrol,others
528,Hyundai i10 Sportz,250000,2012,64000,Petrol,Hyundai
529,Mercedes-Benz E-Class E250,700000,2011,98000,Diesel,Mercedes-Benz
530,Maruti Vitara Brezza,675000,2016,65000,Diesel,Maruti
531,Maruti Swift DDiS,425000,2015,84000,Diesel,Maruti
532,Maruti Alto 800,260000,2015,33000,Petrol,Maruti
533,Hyundai Xcent 1.2,300000,2014,57368,Petrol,Hyundai
534,Honda City i,700000,2016,55670,Petrol,Honda
535,Maruti Baleno Delta,560000,2017,50000,Diesel,Maruti
536,Hyundai Verna CRDi,155000,2006,148000,Diesel,Hyundai
537,Porsche Cayenne Diesel,5975000,2016,47000,Diesel,others
538,Maruti Ertiga VXI,800000,2019,18000,Petrol,Maruti
539,BMW 3 Series,750000,2011,52420,Diesel,BMW
540,Hyundai Grand i10,350000,2015,10000,Petrol,Hyundai
541,Toyota Innova Crysta,1380000,2016,40000,Diesel,Toyota
542,Chevrolet Beat LT,265000,2015,55000,Petrol,Chevrolet
543,Mahindra Scorpio S10,1000000,2015,50000,Diesel,Mahindra
544,Maruti Ertiga BSIV,700000,2018,50000,Petrol,Maruti
545,Maruti Swift Dzire,229999,2009,76963,Petrol,Maruti
546,BMW 5 Series,2800000,2016,52890,Diesel,BMW
547,Maruti Alto 800,350000,2016,45000,CNG,Maruti
548,Hyundai Xcent 1.2,400000,2017,63000,Petrol,Hyundai
549,Maruti Baleno Alpha,825000,2018,25000,Diesel,Maruti
550,Renault KWID RXL,325000,2018,10103,Petrol,Renault
551,Skoda Fabia 1.2,150000,2008,55000,Petrol,Skoda
552,BMW X1 sDrive20d,1675000,2014,24000,Diesel,BMW
553,Mahindra XUV500 W8,800000,2014,47240,Diesel,Mahindra
554,Maruti Celerio LXI,400000,2019,30000,Petrol,Maruti
555,Toyota Innova Crysta,1750000,2018,58000,Diesel,Toyota
556,Mercedes-Benz CLA 200,1925000,2016,56000,Diesel,Mercedes-Benz
557,Audi A4 2.0,1200000,2013,65000,Diesel,Audi
558,Hyundai i20 Sportz,535000,2015,35213,Diesel,Hyundai
559,Hyundai Grand i10,356000,2015,35000,Petrol,Hyundai
560,Mahindra XUV500 W8,550000,2012,92000,Diesel,Mahindra
561,Maruti Eeco CNG,360000,2018,34500,CNG,Maruti
562,Maruti Ertiga SHVS,700000,2017,50000,Diesel,Maruti
563,Hyundai Grand i10,390000,2016,30000,Petrol,Hyundai
564,Toyota Fortuner 4x2,1245000,2012,51000,Diesel,Toyota
565,Mahindra XUV500 AT,1150000,2017,60000,Diesel,Mahindra
566,Maruti Wagon R,180000,2011,83000,Petrol,Maruti
567,Skoda Rapid 1.6,425000,2014,70000,Petrol,Skoda
568,Ford Freestyle Trend,650000,2019,50000,Petrol,Ford
569,Tata Bolt Revotron,322000,2016,110000,Petrol,Tata
570,Maruti Swift ZDi,400000,2012,60000,Diesel,Maruti
571,Honda City 1.5,275000,2009,51000,Petrol,Honda
572,Nissan Terrano XL,551000,2015,45665,Diesel,Nissan
573,Maruti Alto LXi,170000,2011,40000,Petrol,Maruti
574,Skoda Superb 1.8,235000,2010,100000,Petrol,Skoda
575,Mercedes-Benz C-Class 220,700000,2011,160000,Diesel,Mercedes-Benz
576,Maruti Alto K10,250000,2014,70000,Petrol,Maruti
577,Maruti Swift VXI,350000,2013,70000,Petrol,Maruti
578,Fiat Avventura Urban,550000,2017,60000,Diesel,others
579,Chevrolet Spark 1.0,121000,2014,20000,Petrol,Chevrolet
580,Hyundai i20 2015-2017,480000,2016,50000,Petrol,Hyundai
581,Maruti Swift Dzire,690000,2017,30000,Petrol,Maruti
582,Chevrolet Captiva LT,370000,2008,105000,Diesel,Chevrolet
583,Maruti Ciaz ZDi,670000,2015,60000,Diesel,Maruti
584,Maruti Alto K10,250000,2011,50000,Petrol,Maruti
585,Mahindra Scorpio S2,935000,2017,42000,Diesel,Mahindra
586,Hyundai Verna VTVT,1030000,2019,15000,Petrol,Hyundai
587,Maruti Wagon R,110000,2005,33650,Petrol,Maruti
588,Tata Indigo LS,280000,2015,80000,Diesel,Tata
589,Maruti SX4 ZXI,277000,2011,15000,Petrol,Maruti
590,BMW 1 Series,1145000,2013,54000,Diesel,BMW
591,Hyundai i20 Magna,470000,2015,35000,Petrol,Hyundai
592,Maruti Swift LXI,370000,2015,30000,Petrol,Maruti
593,Honda Brio VX,290000,2013,60000,Petrol,Honda
594,Maruti Celerio ZXI,450000,2018,100000,Petrol,Maruti
595,Maruti Wagon R,275000,2016,58000,CNG,Maruti
596,Renault Scala Diesel,450000,2013,100000,Diesel,Renault
597,Maruti Swift VDI,325000,2013,68000,Diesel,Maruti
598,Maruti Swift Dzire,731000,2019,4000,Petrol,Maruti
599,Maruti Wagon R,380000,2016,60000,Petrol,Maruti
600,Toyota Platinum Etios,750000,2017,90000,Diesel,Toyota
601,Tata Indica GLS,100000,2007,70000,Petrol,Tata
602,Tata Nexon 1.5,900000,2018,60000,Diesel,Tata
603,Honda Amaze S,500000,2016,34000,Petrol,Honda
604,Datsun GO A,330000,2017,42000,Petrol,others
605,Tata Hexa XT,1400000,2018,60000,Diesel,Tata
606,Hyundai Verna 1.6,540000,2013,80000,Diesel,Hyundai
607,Hyundai Xcent 1.2,370000,2015,56000,Petrol,Hyundai
608,Mahindra Bolero SLX,375000,2008,120000,Diesel,Mahindra
609,Toyota Fortuner 2016-2021,2600000,2016,50000,Petrol,Toyota
610,Ford Ecosport 2015-2021,725000,2016,35200,Petrol,Ford
611,Hyundai i20 Petrol,765000,2020,3700,Petrol,Hyundai
612,Maruti Wagon R,380000,2016,25000,Petrol,Maruti
613,Toyota Fortuner 2016-2021,2625000,2017,64000,Diesel,Toyota
614,Mahindra XUV500 W8,621000,2013,50000,Diesel,Mahindra
615,Maruti Swift Dzire,600000,2019,15000,Petrol,Maruti
616,Mahindra XUV300 W8,1130000,2019,30000,Petrol,Mahindra
617,Maruti Swift Dzire,670000,2020,35000,Petrol,Maruti
618,Ford Endeavour 3.2,2875000,2017,62876,Diesel,Ford
619,Honda Amaze S,350000,2015,70000,Diesel,Honda
620,Maruti Swift Dzire,530000,2015,84003,Diesel,Maruti
621,Mahindra Thar CRDe,850000,2017,55000,Diesel,Mahindra
622,Maruti Alto 800,260000,2016,42000,CNG,Maruti
623,Maruti A Star,245000,2011,45000,Petrol,Maruti
624,Maruti Alto K10,229999,2013,31000,Petrol,Maruti
625,Toyota Corolla Altis,270000,2009,103685,Petrol,Toyota
626,Ford Ecosport 1.5,475000,2013,80000,Diesel,Ford
627,Tata Nexon 1.2,750000,2019,6000,Petrol,Tata
628,Tata Zest Premio,680000,2018,100000,Diesel,Tata
629,Land Rover Discovery,4000000,2019,12000,Diesel,others
630,Toyota Etios G,380000,2014,54303,Petrol,Toyota
631,Skoda Superb Elegance,499000,2013,65000,Diesel,Skoda
632,Honda Jazz 1.2,525000,2017,30000,Petrol,Honda
633,Hyundai i20 Magna,535000,2014,10000,Petrol,Hyundai
634,Maruti Dzire VXI,484999,2016,62150,Petrol,Maruti
635,Mahindra XUV500 W8,745000,2015,47300,Diesel,Mahindra
636,Ford Aspire 1.5,475000,2015,63000,Diesel,Ford
637,Hyundai Grand i10,300000,2014,80000,Diesel,Hyundai
638,Volvo S90 D4,3650000,2016,20400,Diesel,others
639,Volvo S60 2015-2020,2050000,2015,37111,Diesel,others
640,Nissan Sunny XL,325000,2013,58000,Petrol,Nissan
641,Toyota Etios G,335000,2012,44000,Petrol,Toyota
642,Maruti Alto 800,299000,2016,71000,Petrol,Maruti
643,Maruti Ertiga SHVS,695000,2017,52000,Diesel,Maruti
644,Nissan Sunny Diesel,300000,2012,90000,Diesel,Nissan
645,Hyundai i20 Asta,400000,2013,70000,Petrol,Hyundai
646,Hyundai Grand i10,650000,2020,20000,Petrol,Hyundai
647,Hyundai Grand i10,455000,2015,70000,Diesel,Hyundai
648,Toyota Corolla Altis,500000,2012,90000,Diesel,Toyota
649,Maruti Wagon R,150000,2008,100000,Petrol,Maruti
650,Honda Amaze S,550000,2018,50000,Petrol,Honda
651,Hyundai i20 Sportz,500000,2015,67000,Diesel,Hyundai
652,Hyundai Verna 1.6,365000,2013,70000,Diesel,Hyundai
653,Honda Amaze S,775000,2019,21100,Petrol,Honda
654,Hyundai Grand i10,310000,2015,50000,Petrol,Hyundai
655,Hyundai Venue SX,994999,2019,27594,Petrol,Hyundai
656,Hyundai i10 Era,190000,2012,70000,Petrol,Hyundai
657,Toyota Innova Crysta,1575000,2016,37000,Diesel,Toyota
658,Honda WR-V i-VTEC,906000,2019,25000,Petrol,Honda
659,Ford Ecosport 2015-2021,785000,2017,35000,Diesel,Ford
660,Maruti Alto K10,235000,2011,11266,Petrol,Maruti
661,Maruti XL6 Alpha,1200000,2019,12005,Petrol,Maruti
662,Mahindra Bolero 2011-2019,470000,2013,80000,Diesel,Mahindra
663,Honda City 1.5,400000,2011,119000,Petrol,Honda
664,Kia Seltos HTX,1490000,2020,3500,Petrol,others
665,Maruti Baleno Sigma,535000,2019,11000,Petrol,Maruti
666,Skoda Rapid 1.5,590000,2016,47612,Diesel,Skoda
667,Renault KWID RXL,235000,2016,41000,Petrol,Renault
668,Hyundai Creta 1.6,1250000,2019,21000,Petrol,Hyundai
669,Maruti Wagon R,300000,2015,120000,Petrol,Maruti
670,Chevrolet Beat LT,220000,2013,60000,Petrol,Chevrolet
671,BMW X1 xDrive,3011000,2019,22450,Diesel,BMW
672,Maruti Swift VXI,615000,2020,10000,Petrol,Maruti
673,Renault KWID RXT,250000,2016,50000,Petrol,Renault
674,Mahindra XUV500 W8,925000,2015,42000,Diesel,Mahindra
675,Tata Zest Revotron,470000,2016,10000,Petrol,Tata
676,Maruti Swift Dzire,725000,2019,14000,Diesel,Maruti
677,Renault KWID 1.0,350000,2018,10000,Petrol,Renault
678,Maruti Wagon R,360000,2017,70000,Petrol,Maruti
679,Mercedes-Benz CLA 200,2100000,2016,38000,Petrol,Mercedes-Benz
680,Honda City i,700000,2015,70000,Diesel,Honda
681,Maruti Zen Estilo,170000,2008,37600,Petrol,Maruti
682,Mahindra XUV500 W7,1300000,2018,50000,Diesel,Mahindra
683,Volkswagen Polo IPL,285000,2011,64471,Petrol,Volkswagen
684,Maruti Wagon R,62000,2004,50000,Petrol,Maruti
685,Maruti Ignis 1.2,550000,2018,20000,Petrol,Maruti
686,Tata Xenon XT,380000,2016,120000,Diesel,Tata
687,Honda Amaze E,527000,2017,33869,Petrol,Honda
688,Fiat Linea Dynamic,200000,2009,90000,Diesel,others
689,Mahindra Bolero 2011-2019,396000,2012,63497,Diesel,Mahindra
690,Maruti Swift Dzire,384000,2014,70000,Petrol,Maruti
691,Hyundai i10 Magna,210000,2009,67000,Petrol,Hyundai
692,Maruti Ritz LDi,280000,2012,65000,Diesel,Maruti
693,Maruti Swift VDI,500000,2015,50000,Diesel,Maruti
694,Toyota Corolla Altis,1050000,2015,40000,Diesel,Toyota
695,Datsun RediGO D,210000,2018,20000,Petrol,others
696,Hyundai Verna 1.6,425000,2012,57000,Petrol,Hyundai
697,Mahindra Bolero SLE,425000,2011,30000,Diesel,Mahindra
698,Maruti Swift Dzire,495000,2018,80000,Diesel,Maruti
699,Maruti Alto 800,220000,2016,50000,Petrol,Maruti
700,Tata Safari 2005-2017,218000,2011,190000,Diesel,Tata
701,Mahindra Bolero 2011-2019,750000,2018,60000,Diesel,Mahindra
702,Maruti Ciaz AT,715000,2017,60000,Petrol,Maruti
703,Audi A6 35,1800000,2014,21000,Diesel,Audi
704,Renault Pulse Petrol,260000,2013,48000,Petrol,Renault
705,Audi Q3 35,2450000,2017,10999,Diesel,Audi
706,Maruti Alto 800,350000,2020,5000,Petrol,Maruti
707,Renault KWID RXT,300000,2019,25000,Petrol,Renault
708,Maruti Alto K10,168000,2010,100000,Petrol,Maruti
709,Land Rover Discovery,2500000,2012,175000,Diesel,others
710,BMW 5 Series,1350000,2010,65000,Diesel,BMW
711,Mercedes-Benz E-Class E250,1400000,2012,86500,Diesel,Mercedes-Benz
712,Tata Nano LX,70000,2012,25000,Petrol,Tata
713,Maruti Swift Dzire,350000,2012,120000,Diesel,Maruti
714,Tata Indica DLE,105000,2008,50000,Diesel,Tata
715,Hyundai Verna 1.6,480000,2013,76300,Diesel,Hyundai
716,Renault KWID Climber,400000,2019,10000,Petrol,Renault
717,Hyundai Grand i10,495000,2019,36000,Petrol,Hyundai
718,Mahindra KUV 100,420000,2016,26000,Petrol,Mahindra
719,Maruti Swift Dzire,531000,2018,100000,Diesel,Maruti
720,Tata Xenon XT,680000,2017,60000,Diesel,Tata
721,Ford Ecosport 2015-2021,800000,2019,4000,Petrol,Ford
722,Maruti Swift Dzire,550000,2015,86000,Diesel,Maruti
723,Volkswagen Vento Diesel,465000,2012,81000,Diesel,Volkswagen
724,Maruti Alto LXI,185000,2012,41321,Petrol,Maruti
725,Mahindra Bolero DI,340000,2011,46000,Diesel,Mahindra
726,Mercedes-Benz GLA Class,3100000,2017,8300,Diesel,Mercedes-Benz
727,Honda City 2017-2020,340000,2009,75000,Petrol,Honda
728,Maruti Wagon R,135000,2009,113000,Petrol,Maruti
729,Hyundai Verna 1.6,1225000,2018,15000,Diesel,Hyundai
730,Honda Amaze EX,438999,2015,16942,Petrol,Honda
731,Honda Jazz 1.2,465000,2016,29484,Petrol,Honda
732,Audi A5 Sportback,4470000,2017,9000,Diesel,Audi
733,Maruti Swift Dzire,530000,2015,84405,Diesel,Maruti
734,Maruti Swift Dzire,650000,2017,30000,Petrol,Maruti
735,Maruti Swift VVT,525000,2017,14838,Petrol,Maruti
736,Honda City i,885000,2018,31318,Petrol,Honda
737,Maruti Wagon R,120000,2007,63000,Petrol,Maruti
738,Toyota Innova 2.5,860000,2012,120000,Diesel,Toyota
739,Maruti Vitara Brezza,810000,2016,50000,Diesel,Maruti
740,Maruti Swift Dzire,409999,2012,74600,Diesel,Maruti
741,Tata Safari 2005-2017,175000,2009,80000,Diesel,Tata
742,Maruti Swift Dzire,400000,2015,66000,Petrol,Maruti
743,Honda City V,875000,2018,31543,Petrol,Honda
744,Toyota Innova Crysta,1350000,2018,80000,Diesel,Toyota
745,Maruti Swift ZDI,450000,2014,60000,Diesel,Maruti
746,Tata Indica eLS,165000,2010,10382,Diesel,Tata
747,Honda City i,700000,2015,50000,Diesel,Honda
748,Audi Q7 2006-2020,2650000,2013,28000,Diesel,Audi
749,Maruti Swift Dzire,350000,2012,60000,Petrol,Maruti
750,Tata Indigo eVX,400000,2014,83000,Diesel,Tata
751,Maruti Celerio X,459999,2018,18000,Petrol,Maruti
752,Maruti Alto K10,220000,2011,35000,Petrol,Maruti
753,Hyundai Creta 1.6,990000,2017,48000,Diesel,Hyundai
754,Mahindra Scorpio 1.99,950000,2016,50000,Diesel,Mahindra
755,Mahindra Bolero 2011-2019,459999,2012,120000,Diesel,Mahindra
756,Maruti Eeco 5,220000,2012,20000,CNG,Maruti
757,Mahindra Thar CRDe,900000,2018,50000,Diesel,Mahindra
758,Volkswagen Vento 1.2,575000,2015,53837,Petrol,Volkswagen
759,Toyota Fortuner 4x4,1930000,2015,48000,Diesel,Toyota
760,Hyundai Santa Fe,2250000,2017,15000,Diesel,Hyundai
761,Maruti Swift ZXI,475000,2013,32000,Petrol,Maruti
762,Renault Triber RXZ,660000,2020,1784,Petrol,Renault
763,BMW 3 Series,575000,2011,98955,Diesel,BMW
764,Toyota Innova 2.5,625000,2013,52000,Diesel,Toyota
765,Hyundai Creta 1.6,1250000,2018,39000,Petrol,Hyundai
766,Maruti Zen LXi,110000,1999,50000,Petrol,Maruti
767,Mahindra KUV 100,425000,2016,78000,Diesel,Mahindra
768,Datsun GO Plus,459999,2016,58000,Petrol,others
769,Audi A4 35,3000000,2018,34500,Diesel,Audi
770,Volkswagen Polo Petrol,200000,2010,60000,Petrol,Volkswagen
771,Maruti Alto K10,211000,2013,76000,Petrol,Maruti
772,Nissan Micra Active,360000,2017,5000,Petrol,Nissan
773,Maruti Ertiga VDI,600000,2015,51000,Diesel,Maruti
774,BMW 3 Series,1600000,2014,23746,Diesel,BMW
775,Maruti Alto K10,220000,2011,55780,Petrol,Maruti
776,Mahindra Scorpio 1.99,880000,2017,100000,Diesel,Mahindra
777,Hyundai i10 Era,240000,2012,73000,Petrol,Hyundai
778,Mahindra Scorpio S2,800000,2017,20000,Diesel,Mahindra
779,Tata Tiago 1.05,434999,2017,42000,Diesel,Tata
780,Maruti Alto LXi,110000,2007,52235,Petrol,Maruti
781,Renault Duster 85PS,450000,2014,56000,Diesel,Renault
782,Maruti Alto K10,250000,2012,37000,Petrol,Maruti
783,Maruti Swift Dzire,385000,2013,70000,Diesel,Maruti
784,Hyundai EON LPG,300000,2017,80000,LPG,Hyundai
785,Maruti Swift Dzire,400000,2013,138000,Diesel,Maruti
786,Maruti Eeco CNG,480000,2018,22000,CNG,Maruti
787,Honda Amaze VX,400000,2015,41604,Petrol,Honda
788,Hyundai Santa Fe,1351000,2014,65345,Diesel,Hyundai
789,Maruti Ciaz Delta,650000,2017,70000,Diesel,Maruti
790,Jaguar XF 2.2,2011000,2013,30150,Diesel,others
791,Ford Ecosport 2015-2021,880000,2017,39884,Diesel,Ford
792,Datsun RediGO 1.0,295000,2017,40000,Petrol,others
793,Mahindra Thar CRDe,800000,2015,27000,Diesel,Mahindra
794,Hyundai i10 Era,150000,2009,67000,Petrol,Hyundai
795,Chevrolet Aveo U-VA,85000,2007,50000,Petrol,Chevrolet
796,Honda Amaze S,550000,2018,25000,Petrol,Honda
797,Toyota Fortuner 4x2,2000000,2014,50000,Diesel,Toyota
798,Honda Amaze S,325000,2013,75000,Diesel,Honda
799,Mahindra Scorpio VLX,555000,2014,80000,Diesel,Mahindra
800,Ford Ecosport 2015-2021,570000,2015,58000,Diesel,Ford
801,Renault KWID 1.0,306000,2018,22000,Petrol,Renault
802,Maruti Celerio ZXI,415000,2016,62000,Petrol,Maruti
803,Toyota Fortuner 2016-2021,3200000,2018,28000,Diesel,Toyota
804,Maruti Swift VXI,300000,2012,41000,Petrol,Maruti
805,Volkswagen CrossPolo 1.2,470000,2015,32000,Petrol,Volkswagen
806,Maruti Ertiga VDI,430000,2012,65000,Diesel,Maruti
807,Maruti Alto K10,315000,2016,10000,Petrol,Maruti
808,Honda City i,549000,2014,55000,Diesel,Honda
809,Maruti Swift Dzire,475000,2016,47000,Petrol,Maruti
810,Mahindra TUV 300,550000,2015,60000,Diesel,Mahindra
811,Ford Ikon 1.3,140000,2006,75000,Petrol,Ford
812,Honda City i,409999,2014,144000,Diesel,Honda
813,Maruti Ciaz AT,795000,2016,20500,Petrol,Maruti
814,Hyundai i20 Asta,819999,2016,30000,Diesel,Hyundai
815,Mahindra Scorpio EX,625000,2012,32208,Diesel,Mahindra
